Store Number,Store Type,Address,City,State,Zip Code,Phone Number,Play Place,Drive Thru,Arch Card,Free Wi-Fi,Latitude,Longitude
17706,Freestanding,1446 4Th St Nw,New Philadelphia,OH,44663,(330) 343-6566,Y,Y,Y,Y,40.509836,-81.452278
,,,,,,,,,,,,
17708,Casino,2000 S Las Vegas Blvd,Las Vegas,NV,89104,(702) 678-5115,N,N,Y,N,36.14745,-115.156203
,,,,,,,,,,,,
17711,Gas Station,1903 Fayetteville Rd,Van Buren,AR,72956,(479) 410-4065,Y,Y,Y,Y,35.46458,-94.356916
,,,,,,,,,,,,
17721,Gas Station,900 Us Hwy 64,Apex,NC,27523,(919) 380-0906,N,Y,Y,Y,35.744508,-78.821615
,,,,,,,,,,,,
17724,Freestanding,110 Hanes Mall Cir,Winston Salem,NC,27103,(336) 765-4085,Y,Y,Y,Y,36.070494,-80.297617
,,,,,,,,,,,,
17726,Freestanding,5304 Rigsby,San Antonio,TX,78222,(210) 333-3444,Y,Y,Y,Y,29.397982,-98.387409
,,,,,,,,,,,,
17728,Freestanding,701- Third Street,San Francisco,CA,94107,(415) 278-0416,N,Y,Y,Y,37.778864,-122.392441
,,,,,,,,,,,,
17730,Freestanding,5745 Heisley Road,Mentor,OH,44060,(440) 357-7507,N,Y,Y,Y,41.714342,-81.300349
,,,,,,,,,,,,
17731,Gas Station,3626 S Taylor Dr,Sheboygan,WI,53081,(920) 458-3608,N,Y,Y,Y,43.716964,-87.759182
,,,,,,,,,,,,
17732,Freestanding,W24 N6522 Cty Rd J,Sussex,WI,53089-3536,(262) 820-0380,Y,Y,Y,Y,43.13635,-88.243323
,,,,,,,,,,,,
17733,Freestanding,25 E Chestnut St,Mifflinburg,PA,17844,(570) 966-3337,Y,Y,Y,Y,40.921469,-77.035953
,,,,,,,,,,,,
17734,Freestanding,7060 Green Bay Rd,Kenosha,WI,53144,(262) 697-7680,N,Y,Y,Y,42.57068,-87.887317
,,,,,,,,,,,,
17735,Freestanding,285 Maple St,Holyoke,MA,1040,(413) 534-0228,N,Y,Y,Y,42.205811,-72.610596
,,,,,,,,,,,,
17738,Dthru Only,3600 W Dublin Grandville Rd,Columbus,OH,43235,(614) 799-9625,N,Y,Y,Y,40.094952,-83.086823
,,,,,,,,,,,,
17741,Gas Station,762 Cabill Dr,Holland,MI,49423,(616) 392-9132,N,Y,Y,Y,42.746758,-86.073412
,,,,,,,,,,,,
17746,Freestanding,18550 Willamette Dr,West Linn,OR,97068,(503) 699-7675,Y,Y,Y,Y,45.389909,-122.643714
,,,,,,,,,,,,
17747,Gas Station,56915 Van Dyke,Shelby Twp,MI,48316,(586) 677-2186,N,Y,Y,Y,42.713155,-83.036176
,,,,,,,,,,,,
17752,Freestanding,Hwy 58 & Rte 501,South Boston,VA,24592,(434) 575-1307,N,Y,Y,Y,36.687563,-78.901253
,,,,,,,,,,,,
17753,Freestanding,13 E State St,Mt. Morris,NY,14510,(585) 658-3040,N,Y,Y,Y,42.728028,-77.86909
,,,,,,,,,,,,
17754,Storefront,40-12 National St,Corona,NY,11368,(718) 424-5106,N,N,N,Y,40.749523,-73.862968
,,,,,,,,,,,,
17758,Storefront,3091 Nutley St,Fairfax,VA,22031,(703) 206-9800,N,N,Y,Y,38.870205,-77.262398
,,,,,,,,,,,,
17760,Freestanding,3900 E Main St,St. Charles,IL,60174,(630) 443-6015,Y,Y,Y,Y,41.921891,-88.261846
,,,,,,,,,,,,
17763,Freestanding,1217 E Hwy 83,Mcallen,TX,78501,(956) 994-8911,N,Y,Y,Y,26.199642,-98.205812
,,,,,,,,,,,,
17764,Freestanding,1858 E Main St,Torrington,CT,06790-3131,(860) 626-8008,N,Y,Y,Y,41.82062,-73.078732
,,,,,,,,,,,,
17765,Gas Station,27996 Oakland Dr,Bonita Springs,FL,34135,(239) 498-8838,N,Y,Y,Y,26.332049,-81.752986
,,,,,,,,,,,,
17767,Gas Station,11655 W Sample Rd,Coral Springs,FL,33065,(954) 346-0710,N,Y,Y,Y,26.27343,-80.28194
,,,,,,,,,,,,
17768,Freestanding,111 Wells Dr,Forest City,NC,28043,(828) 245-8555,N,Y,Y,Y,35.316978,-81.858075
,,,,,,,,,,,,
17769,Freestanding,20914 N Milwaukee,Riverwoods,IL,60089,(847) 459-9385,N,Y,Y,Y,42.166267,-87.921928
,,,,,,,,,,,,
17770,Freestanding,4155 University Pkwy,San Bernardino,CA,92407-4699,(909) 880-8418,Y,Y,Y,Y,34.166071,-117.332081
,,,,,,,,,,,,
17771,Freestanding,Rt 21 Kmart Plaza,Uniontown,PA,15401,(724) 439-0771,N,Y,Y,Y,39.902759,-79.75294
,,,,,,,,,,,,
17773,Gas Station,105 E Katella,Orange,CA,92867,(714) 997-9666,N,Y,N,Y,33.809571,-117.852101
,,,,,,,,,,,,
17778,Freestanding,18881 Laporte Rd,New Buffalo,MI,49117,(269) 469-1924,N,Y,Y,Y,41.777758,-86.732282
,,,,,,,,,,,,
17782,Freestanding,401 New Rd,Somers Points,NJ,8244,(609) 926-5900,N,Y,Y,Y,39.327643,-74.598249
,,,,,,,,,,,,
17785,Freestanding,1919 94Th Ct,Vero Beach,FL,32966,(772) 563-2555,N,Y,Y,Y,27.638288,-80.521859
,,,,,,,,,,,,
17786,Freestanding,3805 N 132Nd St,Omaha,NE,68164,(402) 431-8437,Y,Y,Y,Y,41.293284,-96.119099
,,,,,,,,,,,,
17788,Freestanding,4707 Taylor Ave,Racine,WI,53406-5521,(262) 554-7758,N,Y,Y,Y,42.687811,-87.836239
,,,,,,,,,,,,
17789,Storefront,473 S Broadway,Yonkers,NY,10705,(914) 969-0711,N,N,Y,Y,40.917007,-73.896889
,,,,,,,,,,,,
17792,Freestanding,558 Peavine Rd,Crossville,TN,38555,(931) 456-6850,N,Y,Y,Y,35.963939,-84.980937
,,,,,,,,,,,,
17796,Freestanding,2300 Gulf Fwy,La Marque,TX,77568,(409) 935-0212,Y,Y,Y,Y,29.358876,-94.980858
,,,,,,,,,,,,
17799,Freestanding,3001 Clairemont Dr,San Diego,CA,92110,(619) 275-1304,N,Y,Y,Y,32.794347,-117.193678
,,,,,,,,,,,,
17804,Freestanding,750 S Alabama Ave,Chesnee,SC,29323,(864) 461-5300,Y,Y,Y,Y,35.134477,-81.863219
,,,,,,,,,,,,
17806,Freestanding,63880 Us Hwy 93,Ronan,MT,59864,(406) 676-8585,Y,Y,Y,Y,47.519204,-114.096264
,,,,,,,,,,,,
17808,Freestanding,2014 Lincoln Ave,Latrobe,PA,15650,(724) 532-4114,N,Y,Y,Y,40.307535,-79.371665
,,,,,,,,,,,,
17809,Freestanding,1000 Eastern Ave,Essex,MD,21221,(410) 682-5586,N,Y,Y,Y,39.31343,-76.464459
,,,,,,,,,,,,
17810,Freestanding,6001 Moravia Rd,Baltimore,MD,21206,(410) 483-6110,N,Y,Y,Y,39.315155,-76.544693
,,,,,,,,,,,,
17811,Freestanding,1090 York Rd,Gettysburg,PA,17325,(717) 337-1030,N,Y,Y,Y,39.84164,-77.206933
,,,,,,,,,,,,
17812,Freestanding,655 Lombard St,Red Lion,PA,17356,(717) 246-7801,N,Y,Y,Y,39.915696,-76.63085
,,,,,,,,,,,,
17813,Freestanding,1295 Millersville Pike,Lancaster,PA,17603,(717) 293-5706,N,Y,Y,Y,40.027261,-76.326144
,,,,,,,,,,,,
17816,Freestanding,8780 Astronaut Blvd,Cape Canaveral,FL,32920,(321) 784-9944,Y,Y,Y,Y,28.396663,-80.611852
,,,,,,,,,,,,
17817,Freestanding,1934 N Hercules Ave,Clearwater,FL,33763,(727) 449-0220,N,Y,Y,Y,27.990831,-82.755291
,,,,,,,,,,,,
17822,Mall,2300 E Lincoln Hwy,Langhorne,PA,19047,(215) 757-6227,N,N,Y,Y,40.183761,-74.881566
,,,,,,,,,,,,
17831,Freestanding,3287 Worth Xing,Charlottesville,VA,22911,(434) 975-1112,N,Y,Y,Y,38.127819,-78.439329
,,,,,,,,,,,,
17834,Freestanding,6710 Stanford Ranch Rd,Roseville,CA,95678,(916) 789-1820,Y,Y,Y,Y,38.78215,-121.266408
,,,,,,,,,,,,
17836,Freestanding,1154 Highway 20,Interlachen,FL,32148-8516,(386) 684-1551,Y,Y,Y,Y,29.628262,-81.887636
,,,,,,,,,,,,
17840,Freestanding,10885 Randolph,Crown Point,IN,46307,(219) 662-1996,Y,Y,Y,Y,41.421755,-87.23856
,,,,,,,,,,,,
17846,Freestanding,101 W. Sherwood Avenue,Mcfarland,CA,93250,(661) 792-9049,N,Y,Y,Y,35.674094,-119.228132
,,,,,,,,,,,,
17847,Freestanding,30672 Santa Margarita Pky,Rancho Santa Margarita,CA,92688,(949) 858-4329,Y,Y,Y,Y,33.643234,-117.595652
,,,,,,,,,,,,
17849,Freestanding,6801 Johnston Street,Lafayette,LA,70503,(337) 993-3112,N,Y,Y,Y,30.150045,-92.093704
,,,,,,,,,,,,
17850,Freestanding,651 W Main St,Waunakee,WI,53597-1105,(608) 849-6741,Y,Y,Y,Y,43.192385,-89.466203
,,,,,,,,,,,,
17851,Freestanding,70345 Hwy 21,Covington,LA,70433-7150,(985) 875-0152,N,Y,Y,Y,30.45106,-90.13788
,,,,,,,,,,,,
17852,Freestanding,10400 Sprague Rd,Parma,OH,44130,(440) 886-1120,N,Y,Y,Y,41.351181,-81.758504
,,,,,,,,,,,,
17859,Freestanding,3318 E Bus Hwy 83,Weslaco,TX,78596,(956) 514-0000,N,Y,Y,Y,26.153181,-97.957381
,,,,,,,,,,,,
17863,Freestanding,1838 W 2700 N,Farr West,UT,84404,(801) 786-0316,N,Y,Y,Y,41.307158,-112.023242
,,,,,,,,,,,,
17868,Freestanding,1448 Baltimore St,Hanover,PA,17331,(717) 630-0337,N,Y,Y,Y,39.770847,-76.959866
,,,,,,,,,,,,
17875,Freestanding,3316 132Nd St Se,Mill Creek,WA,98012-5654,(425) 337-0470,Y,Y,Y,Y,47.877649,-122.187514
,,,,,,,,,,,,
17879,Freestanding,96 N Main St,North Carver,MA,2330,(508) 866-8566,N,Y,Y,Y,41.921062,-70.8041
,,,,,,,,,,,,
17883,Freestanding,299 Turnpike Rd,Westboro,MA,1581,(508) 616-0209,Y,Y,Y,Y,42.283272,-71.654938
,,,,,,,,,,,,
17885,Freestanding,501 S Auburn Rd,Colfax,CA,95713,(530) 346-6088,N,Y,Y,Y,39.094108,-120.951311
,,,,,,,,,,,,
17887,Freestanding,164 W Goldfield,Yerington,NV,89447,(775) 463-1838,N,Y,Y,Y,38.99408,-119.163587
,,,,,,,,,,,,
17888,Freestanding,18200 Wedge Pkwy.,Mt Rose,NV,89511,(775) 853-2322,N,Y,Y,Y,39.393886,-119.765405
,,,,,,,,,,,,
17890,Freestanding,3552 Blanding Blvd.,Jacksonville,FL,32210,(904) 771-0130,Y,Y,Y,Y,30.270796,-81.736399
,,,,,,,,,,,,
17892,Freestanding,100 N 46Th St,Rogers,AR,72756,(479) 636-7818,N,Y,Y,Y,36.335575,-94.181253
,,,,,,,,,,,,
17893,Freestanding,1355 Lake Cook Road,Wheeling,IL,60090,(847) 229-1891,Y,Y,Y,Y,42.152611,-87.950563
,,,,,,,,,,,,
17895,Freestanding,7515 W Bell Rd,Peoria,AZ,85382,(623) 486-0613,N,Y,Y,Y,33.637642,-112.220868
,,,,,,,,,,,,
17896,Gas Station,213 N State St Po Box 115(Satellite),Otisville,MI,48463,(810) 631-4044,N,Y,N,Y,43.167791,-83.524836
,,,,,,,,,,,,
17897,Freestanding,1444 S Beltline Rd,Mesquite,TX,75149,(972) 329-7556,N,Y,Y,Y,32.746867,-96.596223
,,,,,,,,,,,,
17898,Freestanding,1149 S Cloverdale Blvd,Cloverdale,CA,95425,(707) 894-4588,N,Y,Y,Y,38.784095,-123.013211
,,,,,,,,,,,,
17901,Freestanding,3708 Gateway Dr,Eau Claire,WI,54702,(715) 830-1135,Y,Y,Y,Y,44.77742,-91.433057
,,,,,,,,,,,,
17903,Gas Station,715 Hwy 97,Brewster,WA,98812,(509) 689-4027,N,Y,Y,N,48.101582,-119.785766
,,,,,,,,,,,,
17906,Freestanding,204 Ushy 1,Louisville,GA,30434,(478) 625-7757,Y,Y,Y,Y,33.011056,-82.399311
,,,,,,,,,,,,
17911,Freestanding,520 Ramada Blvd,Collinsville,IL,62234,(618) 345-4131,Y,Y,Y,Y,38.679085,-90.011198
,,,,,,,,,,,,
17914,Freestanding,2537 West State St,New Castle,PA,16101,(724) 657-9982,N,Y,Y,Y,41.01122,-80.394065
,,,,,,,,,,,,
17916,Freestanding,5087 Camp Rd,Hamburg,NY,14075,(716) 646-5678,N,Y,Y,Y,42.749196,-78.853387
,,,,,,,,,,,,
17919,Freestanding,300 Hanover St,Martins Ferry,OH,43935,(740) 635-1866,N,Y,Y,Y,40.096229,-80.722913
,,,,,,,,,,,,
17921,Freestanding,913 Hewitt Dr,Waco,TX,76712,(254) 666-5743,Y,Y,Y,Y,31.48866,-97.213165
,,,,,,,,,,,,
17922,Freestanding,1299 E Santa Clara St,San Jose,CA,95116-2370,(408) 977-0883,N,Y,Y,Y,37.34875,-121.865073
,,,,,,,,,,,,
17925,Freestanding,3517 Cannon Road,Oceanside,CA,92056,(760) 631-0389,Y,Y,Y,Y,33.172587,-117.253113
,,,,,,,,,,,,
17928,Freestanding,201 Hwy 21 N,Pilot Knob,MO,63650,(573) 546-7608,N,Y,Y,Y,37.624748,-90.647143
,,,,,,,,,,,,
17931,Freestanding,2005 Richardson Road,Arnold,MO,63010,(636) 296-6487,Y,Y,Y,Y,38.418341,-90.390973
,,,,,,,,,,,,
17934,Freestanding,18910 E Us Hwy 40,Independence,MO,64055-5464,(816) 795-8088,N,Y,Y,Y,39.032216,-94.356264
,,,,,,,,,,,,
17935,Freestanding,81 Sr 331,Russellville,AR,72801,(479) 967-8284,N,Y,Y,Y,35.278718,-93.093229
,,,,,,,,,,,,
17936,Freestanding,6411 Oakdale Rd,Riverbank,CA,95367,(209) 869-3552,Y,Y,Y,Y,37.733041,-120.959323
,,,,,,,,,,,,
17942,Gas Station,3980 N Caroline Nc 105,Banner Elk,NC,28604,(828) 898-9677,N,Y,Y,Y,36.117995,-81.837769
,,,,,,,,,,,,
17948,Freestanding,3282 Telegraph Rd.,St. Louis,MO,63125,(314) 487-1075,Y,Y,Y,Y,38.496202,-90.299551
,,,,,,,,,,,,
17949,Freestanding,4176 E. Dakota Avenue,Fresno,CA,93726,(559) 221-1377,N,Y,Y,Y,36.786488,-119.755479
,,,,,,,,,,,,
17951,Freestanding,3099 S Bristol St.,Costa Mesa,CA,92626,(714) 540-1951,N,Y,Y,Y,33.683784,-117.886199
,,,,,,,,,,,,
17954,Gas Station,1501 Harnett Dunn Hwy,Newton Grove,NC,28366,(910) 594-1699,Y,Y,Y,Y,35.248228,-78.379929
,,,,,,,,,,,,
17960,Freestanding,848 South Morrison,Collinsville,IL,62234,(618) 346-6994,Y,Y,Y,Y,38.657827,-89.985562
,,,,,,,,,,,,
17961,Freestanding,1665 W 700 N,Salt Lake City,UT,84116,(801) 532-6876,Y,Y,Y,Y,40.78426,-111.938369
,,,,,,,,,,,,
17970,Freestanding,3201 23Rd Ave,Evans,CO,80620,(970) 506-0683,Y,Y,Y,Y,40.384372,-104.716427
,,,,,,,,,,,,
17971,Freestanding,2540 Moumtain City Hwy,Elko,NV,89801,(775) 738-7077,Y,Y,Y,Y,40.838591,-115.790445
,,,,,,,,,,,,
17972,Freestanding,500 South  & 500 West,West Bountiful,UT,84010,(801) 292-0426,Y,Y,Y,Y,40.88469,-111.892663
,,,,,,,,,,,,
17974,Storefront,3020 S Halsted St (Satellite),Chicago,IL,60608,(312) 949-9774,N,N,Y,Y,41.83897,-87.64679
,,,,,,,,,,,,
17975,Walmart,1025 Bullsboro Dr (Wm #494),Newnan,GA,30265,(770) 502-8511,N,N,Y,N,33.394212,-84.744239
,,,,,,,,,,,,
17978,Walmart,1785 Cobb Parkway (WalMart #1181),Marietta,GA,30067,(770) 980-1194,N,N,Y,N,33.909599,-84.488863
,,,,,,,,,,,,
17984,Freestanding,3512 Timberline Rd,Fort Collins,CO,80524,(970) 206-0426,Y,Y,Y,Y,40.538515,-105.038434
,,,,,,,,,,,,
17985,Freestanding,510 N Murray Blvd,Colorado Springs,CO,80915,(719) 573-1711,Y,Y,Y,Y,38.840297,-104.748384
,,,,,,,,,,,,
17986,Freestanding,19893 E Smoky Hill Rd,Aurora,CO,80015,(303) 766-4678,Y,Y,Y,Y,39.613104,-104.756228
,,,,,,,,,,,,
17990,Freestanding,1429 Marion Waldo Rd,Marion,OH,43302,(740) 389-3200,N,Y,Y,Y,40.562538,-83.119998
,,,,,,,,,,,,
17993,Freestanding,7370 Sr 100,Keystone Height,FL,32656,(352) 473-2288,Y,Y,Y,Y,29.791953,-82.042243
,,,,,,,,,,,,
17996,Freestanding,3403 Winfield Rd,Winfield,WV,25213,(304) 586-0385,N,Y,Y,Y,38.530497,-81.897775
,,,,,,,,,,,,
17997,Freestanding,2200 State Road  524,Cocoa,FL,32926,(321) 639-0660,Y,Y,Y,Y,28.397644,-80.764504
,,,,,,,,,,,,
17998,Freestanding,12300 Lake Underhill Rd,Orlando,FL,32828,(407) 382-4490,N,Y,Y,Y,28.546324,-81.202638
,,,,,,,,,,,,
18002,Freestanding,2443 Hamilton Mill Pkwy,Dacula,GA,30019,(770) 614-3500,Y,Y,Y,Y,34.07355,-83.91713
,,,,,,,,,,,,
18003,Freestanding,1811 University Ave,Crookston,MN,56716,(218) 281-7611,Y,Y,Y,Y,47.7895,-96.612343
,,,,,,,,,,,,
18004,Freestanding,1240 S Division,Grand Rapids,MI,49508,(616) 452-0266,N,Y,N,Y,42.940308,-85.666804
,,,,,,,,,,,,
18006,Freestanding,77 High St,Danvers,MA,01923-3145,(978) 762-0902,N,Y,Y,Y,42.561226,-70.932739
,,,,,,,,,,,,
18011,Freestanding,11201 Sw 72Nd,Tigard,OR,97223,(503) 670-0608,N,Y,Y,Y,45.439286,-122.751746
,,,,,,,,,,,,
18014,Freestanding,10655 Scripps Poway Pky,San Diego,CA,92131,(858) 695-9655,Y,Y,Y,Y,32.936691,-117.098124
,,,,,,,,,,,,
18029,Freestanding,60 Commons Dr,Cooperstown,NY,13326,(607) 547-1110,N,Y,Y,Y,42.650661,-74.963887
,,,,,,,,,,,,
18030,Freestanding,1700 Genesee St,Utica,NY,13501,(315) 798-9205,N,Y,Y,Y,43.089267,-75.2572
,,,,,,,,,,,,
18033,Freestanding,705 N. Scenic Hwy,Frostproof,FL,33843-1632,(863) 635-7704,N,Y,Y,Y,27.756293,-81.530961
,,,,,,,,,,,,
18040,Freestanding,8570 Argyle Forest Blvd,Jacksonville,FL,32244,(904) 777-3090,Y,Y,Y,Y,30.195256,-81.796157
,,,,,,,,,,,,
18043,Freestanding,4872 Plaza Dr,Tylertown,MS,39667,(601) 876-6009,N,Y,Y,Y,31.131113,-90.146047
,,,,,,,,,,,,
18044,Freestanding,2300 Plank Rd,Fredericksburg,VA,22401,(540) 371-7274,N,Y,Y,Y,38.29582,-77.497919
,,,,,,,,,,,,
18049,Freestanding,428 S Main St,Belton,SC,29627,(864) 338-8777,Y,Y,Y,Y,34.516464,-82.485581
,,,,,,,,,,,,
18050,Freestanding,2157 E Main St,Duncan,SC,29334,(864) 486-8822,Y,Y,Y,Y,34.887693,-82.068357
,,,,,,,,,,,,
18055,Walmart,2500 N Main (WM #479),Altus,OK,73521,(580) 477-1682,N,N,Y,N,34.664076,-99.331954
,,,,,,,,,,,,
18056,Freestanding,1315 Monmouth St,Independence,OR,97351,(503) 838-3337,Y,Y,Y,Y,44.850954,-123.205702
,,,,,,,,,,,,
18061,Freestanding,6700 19Th St W,University Place,WA,98466,(253) 564-7889,N,Y,Y,Y,47.24254,-122.526667
,,,,,,,,,,,,
18073,Gas Station,5500 W D Ave,Kalamazoo,MI,49009,(269) 383-5589,N,Y,Y,Y,42.376702,-85.659275
,,,,,,,,,,,,
18074,Freestanding,3147 S 14Th St,Abilene,TX,79605,(325) 691-5902,Y,Y,Y,Y,32.431735,-99.761484
,,,,,,,,,,,,
18075,Freestanding,106 Louis Henna Blvd,Round Rock,TX,78664,(512) 238-7345,Y,Y,Y,Y,30.48144,-97.672498
,,,,,,,,,,,,
18082,Freestanding,3120 University Dr,Nacogdoches,TX,75961,(936) 560-2641,N,Y,Y,Y,31.632721,-94.639683
,,,,,,,,,,,,
18083,Freestanding,9235 Broadway South,Highland Ranch,CO,80126,(303) 683-7655,Y,Y,Y,Y,39.548942,-104.995331
,,,,,,,,,,,,
18091,Gas Station,1001 Hobbs Hwy,Seminole,TX,79360,(432) 785-2992,Y,Y,Y,Y,32.719886,-102.656665
,,,,,,,,,,,,
18093,Storefront,354 W 125Th St,New York,NY,10027,(212) 864-2124,N,N,Y,Y,40.810825,-73.953026
,,,,,,,,,,,,
18094,Gas Station,4215 Winche Ster Road,Marshall,VA,20115,(540) 364-2323,N,Y,Y,Y,38.862108,-77.848083
,,,,,,,,,,,,
18095,Freestanding,8287 Shoppers Sq,Manassas Park,VA,20111,(703) 392-6202,N,Y,Y,Y,38.776363,-77.452004
,,,,,,,,,,,,
18098,Gas Station,101 34Th Ave,Sheldon,IA,51201,(712) 324-2063,N,Y,Y,Y,43.185589,-95.816067
,,,,,,,,,,,,
18099,Freestanding,729 Hamilton Blvd,Sioux City,IA,51103,(712) 258-7147,Y,Y,Y,Y,42.504121,-96.418585
,,,,,,,,,,,,
18101,Freestanding,1075 Diffley Rd,Eagan,MN,55123,(651) 405-1332,Y,Y,Y,Y,44.805071,-93.145336
,,,,,,,,,,,,
18102,Freestanding,3075 80Th St E,Inver Grove Hts,MN,55075,(651) 306-1378,Y,Y,Y,Y,44.834521,-93.042676
,,,,,,,,,,,,
18112,Gas Station,2441 Lockbourne Rd,Columbus,OH,43207,(614) 497-0364,N,Y,Y,Y,39.914767,-82.966873
,,,,,,,,,,,,
18113,Gas Station,110 Long Rd,Chesterfield,MO,63005,(636) 519-8002,N,Y,Y,Y,38.667596,-90.616912
,,,,,,,,,,,,
18121,Walmart,1872 Roue 88,Brick,NJ,8723,(732) 840-0337,N,N,Y,Y,40.072843,-74.124404
,,,,,,,,,,,,
18128,Freestanding,1409 W. Amity,Louisburg,KS,66053,(913) 837-3519,N,Y,Y,Y,38.620248,-94.691943
,,,,,,,,,,,,
18131,Freestanding,1301 Business Hwy 18-151,Mt Horeb,WI,53572-1892,(608) 437-5087,Y,Y,Y,Y,43.009614,-89.722475
,,,,,,,,,,,,
18138,Freestanding,3035 Muldoon Rd,Anchorage,AK,99504,(907) 338-7377,Y,Y,Y,Y,61.192947,-149.732712
,,,,,,,,,,,,
18146,Freestanding,3446 S. Church Street,Burlington,NC,27215,(336) 585-0046,N,Y,Y,Y,36.079926,-79.512773
,,,,,,,,,,,,
18159,Freestanding,381 S Airport Blvd,South San Francisco,CA,94080,(650) 871-6018,N,Y,Y,Y,37.643961,-122.40362
,,,,,,,,,,,,
18160,Gas Station,766 E Pinconning Rd,Pinconning,MI,48650,(989) 879-4170,N,Y,Y,Y,43.853197,-84.015034
,,,,,,,,,,,,
18170,Freestanding,444 N Broad St,Woodbury,NJ,8096,(856) 251-9224,N,Y,Y,Y,39.842786,-75.149011
,,,,,,,,,,,,
18171,Freestanding,40465 Winchester Rd,Temecula,CA,92591,(951) 296-6653,Y,Y,Y,Y,33.53096,-117.151925
,,,,,,,,,,,,
18173,Freestanding,553 Hwy 153 E,Mosinee,WI,54455-1740,(715) 693-4049,N,Y,Y,Y,44.785827,-89.68707
,,,,,,,,,,,,
18175,Gas Station,2010 Lake Shore Dr,Gladstone,MI,49837-1252,(906) 428-2217,N,Y,Y,Y,45.836608,-87.037165
,,,,,,,,,,,,
18176,Freestanding,1535 Burnt Boat Dr,Bismarck,ND,58501,(701) 224-8876,Y,Y,Y,Y,46.830609,-100.817243
,,,,,,,,,,,,
18178,Gas Station,1463 W Pleasant Run Rd,Lancaster,TX,75146,(972) 218-0200,Y,Y,Y,Y,32.604906,-96.787693
,,,,,,,,,,,,
18179,Freestanding,11850 W 135Th St,Overland Park,KS,66210,(913) 685-9898,Y,Y,Y,Y,38.88503,-94.723115
,,,,,,,,,,,,
18184,Freestanding,101 S 25Th St,Harrisburg,PA,17111,(717) 232-0008,N,Y,Y,Y,40.271467,-76.844257
,,,,,,,,,,,,
18186,Freestanding,720 Division St,Harrisburg,PA,17110,(717) 236-6226,N,Y,Y,Y,40.292099,-76.892619
,,,,,,,,,,,,
18187,Freestanding,9000 S & 1300 W,West Jordan,UT,84095,(801) 568-5184,N,Y,Y,Y,40.587231,-111.927909
,,,,,,,,,,,,
18188,Gas Station,1611 N State St,Orem,UT,84057,(801) 426-5250,N,Y,Y,Y,40.327091,-111.708986
,,,,,,,,,,,,
18190,Freestanding,4310 Barnes Rd,Colorado Springs,CO,80917,(719) 572-1782,N,Y,Y,Y,38.897428,-104.746409
,,,,,,,,,,,,
18198,Freestanding,44 Concord Rd,Lee,NH,3857,(603) 868-6237,N,Y,Y,Y,43.148785,-71.007935
,,,,,,,,,,,,
18204,Freestanding,981 E Main St,Schuylkill Haven,PA,17972,(570) 385-5655,N,Y,Y,Y,40.640927,-76.157296
,,,,,,,,,,,,
18205,Freestanding,107 West Edgar Road,Linden,NJ,7036,(908) 523-0246,N,Y,Y,Y,40.624821,-74.244339
,,,,,,,,,,,,
18206,Freestanding,16170 Hwy 27,Crystal Springs,MS,39059,(601) 892-9896,Y,Y,Y,Y,32.012644,-90.355403
,,,,,,,,,,,,
18207,Freestanding,1565 W Main St,Molalla,OR,97038,(503) 829-9922,N,Y,Y,Y,45.151528,-122.605474
,,,,,,,,,,,,
18213,Walmart,407 Linwood Plz (WM #893),Lindsay,OK,73052,(405) 756-8853,N,Y,Y,N,34.83517,-97.597462
,,,,,,,,,,,,
18214,Gas Station,287 S Main St,Clintonville,WI,54929-1604,(715) 823-5540,N,Y,Y,Y,44.610074,-88.763113
,,,,,,,,,,,,
18217,Gas Station,2240 Westowne Ave,Oshkosh,WI,54904-9999,(920) 231-8366,N,Y,Y,Y,44.031421,-88.588768
,,,,,,,,,,,,
18220,Walmart,4900 Us Highway 9 (WM #2195),Howell,NJ,7731,(732) 363-5155,N,N,Y,Y,40.131186,-74.225601
,,,,,,,,,,,,
18234,College,1850 Sw 6Th Ave,Portland,OR,97201,(503) 796-0896,N,N,Y,Y,45.510909,-122.682795
,,,,,,,,,,,,
18236,Freestanding,40 West Main St,Albion,IL,62806,(618) 445-4041,N,Y,Y,Y,38.37742,-88.060129
,,,,,,,,,,,,
18237,Freestanding,940 N Rte49 (Il-49 & I-70),Casey,IL,62420,(217) 932-5999,N,Y,Y,Y,39.31606,-87.983675
,,,,,,,,,,,,
18247,Freestanding,1305 Taft Hwy,Signal Mountain,TN,37377,(423) 886-4203,Y,Y,Y,Y,35.140913,-85.327266
,,,,,,,,,,,,
18252,Freestanding,310 N 14Th St,Reedsport,OR,97467,(541) 271-7441,N,Y,Y,Y,43.699863,-124.110501
,,,,,,,,,,,,
18259,Freestanding,740 Main St,Hanceville,AL,35077,(256) 352-2120,N,Y,Y,Y,34.071633,-86.776431
,,,,,,,,,,,,
18263,Gas Station,55 Kibby Dr,Cincinnati,OH,45233,(513) 467-9016,N,Y,Y,Y,39.130524,-84.706797
,,,,,,,,,,,,
18265,Freestanding,10216 Dumfries Rd,Manassas,VA,20111,(703) 392-0276,N,Y,Y,Y,38.732711,-77.47464
,,,,,,,,,,,,
18269,Freestanding,44961 Woodward Ave,Pontiac,MI,48341,(248) 335-9790,N,Y,Y,Y,42.619251,-83.279762
,,,,,,,,,,,,
